timestamp,temp_C,freq_khz,load1,throttle_hex
2026-01-20T19:01:48+00:00,37.3,2400000,0.19,0x0
2026-01-20T19:01:49+00:00,42.2,2400000,0.19,0x0
2026-01-20T19:01:50+00:00,42.2,2400000,0.19,0x0
2026-01-20T19:01:51+00:00,43.3,2400000,0.19,0x0
2026-01-20T19:01:52+00:00,42.2,2400000,0.49,0x0
2026-01-20T19:01:53+00:00,42.8,2400000,0.49,0x0
2026-01-20T19:01:54+00:00,45.0,2400000,0.49,0x0
2026-01-20T19:01:55+00:00,43.3,2400000,0.49,0x0
2026-01-20T19:01:56+00:00,43.9,2400000,0.49,0x0
2026-01-20T19:01:57+00:00,42.8,2400000,0.78,0x0
2026-01-20T19:01:58+00:00,43.9,2400000,0.78,0x0
2026-01-20T19:01:59+00:00,43.9,2400000,0.78,0x0
2026-01-20T19:02:00+00:00,45.0,2400000,0.78,0x0
2026-01-20T19:02:01+00:00,44.4,2400000,0.78,0x0
2026-01-20T19:02:02+00:00,44.4,2400000,1.03,0x0
2026-01-20T19:02:03+00:00,43.9,2400000,1.03,0x0
2026-01-20T19:02:04+00:00,45.0,2400000,1.03,0x0
2026-01-20T19:02:05+00:00,44.4,2400000,1.03,0x0
2026-01-20T19:02:06+00:00,45.0,2400000,1.03,0x0
2026-01-20T19:02:07+00:00,44.4,2400000,1.43,0x0
2026-01-20T19:02:08+00:00,44.4,2400000,1.43,0x0
2026-01-20T19:02:10+00:00,43.9,2400000,1.43,0x0
2026-01-20T19:02:11+00:00,45.0,2400000,1.43,0x0
2026-01-20T19:02:12+00:00,45.0,2400000,1.64,0x0
2026-01-20T19:02:13+00:00,45.0,2400000,1.64,0x0
2026-01-20T19:02:14+00:00,45.0,2400000,1.64,0x0
2026-01-20T19:02:15+00:00,46.1,2400000,1.64,0x0
2026-01-20T19:02:16+00:00,45.0,2400000,1.64,0x0
2026-01-20T19:02:17+00:00,45.5,2400000,1.83,0x0
2026-01-20T19:02:18+00:00,46.1,2400000,1.83,0x0
2026-01-20T19:02:19+00:00,45.0,2400000,1.83,0x0
2026-01-20T19:02:20+00:00,45.0,2400000,1.83,0x0
2026-01-20T19:02:21+00:00,45.0,2400000,1.83,0x0
2026-01-20T19:02:22+00:00,43.9,2400000,2.00,0x0
2026-01-20T19:02:23+00:00,45.5,2400000,2.00,0x0
2026-01-20T19:02:24+00:00,45.5,2400000,2.00,0x0
2026-01-20T19:02:25+00:00,45.5,2400000,2.00,0x0
2026-01-20T19:02:26+00:00,45.0,2400000,2.00,0x0
2026-01-20T19:02:27+00:00,45.0,2400000,2.16,0x0
2026-01-20T19:02:28+00:00,45.0,2400000,2.16,0x0
